author_name,birth_date,death_date,author_date,biography,photo,ol_key,created_by,created_at,last_modified_by,last_modified_at,revision
"J. K. Rowling","31 July 1965",null,null,"Joanne 'Jo' Murray, OBE (née Rowling), better known under the pen name J. K. Rowling, is a British author best known as the creator of the Harry Potter fantasy series, the idea for which was conceived whilst on a train trip from Manchester to London in 1990. The Potter books have gained worldwide attention, won multiple awards, sold more than 400 million copies, and been the basis for a popular series of films.","5543033","/authors/OL23919A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Mary GrandPré",null,null,null,null,null,"/authors/OL2703953A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"David Nel·lo",null,null,null,null,null,"/authors/OL7938741A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Arthur C. Clarke",null,null,null,null,null,"/authors/OL2621840A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Andy Hunt","1964",null,null,null,null,"/authors/OL1391034A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Gene Kim",null,null,null,null,null,"/authors/OL9936364A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Scott Lynch","2 April 1978",null,null,"American writer","14433778","/authors/OL2787719A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"David Lloyd","1950",null,null,"British comics artist",null,"/authors/OL7519918A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ernest Riera",null,null,null,null,null,"/authors/OL7525857A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"CRUZ RODRIGUEZ JUIZ",null,null,null,null,null,"/authors/OL10500834A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Gary Goldschneider",null,null,null,null,"5727554","/authors/OL28123A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Rafael Marín Trechera",null,null,null,null,null,"/authors/OL9940997A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jenny Han","3 September 1980",null,null,"Jenny Han is an American author of young adult fiction and children's fiction. She is best known for writing The Summer I Turned Pretty trilogy and the To All the Boys series, the latter of which was adapted into a film of the same name in 2018 starring Lana Condor and Noah Centineo.    https://en.wikipedia.org/wiki/Jenny_Han","9372037","/authors/OL1425972A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Osamu Dazai","1909","1948",null,null,"8139734","/authors/OL714657A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Maurice Sendak","10 June 1928","08 May 2012",null,"Maurice Sendak is an American writer and illustrator of children's literature. He is best known for his book *Where the Wild Things Are*, published in 1963.","6284354","/authors/OL366346A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Morgan Housel",null,null,null,null,null,"/authors/OL8276761A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Erin Hunter",null,null,null,"Erin Hunter is a collective pseudonym used by the authors Victoria Holmes, Kate Cary, Cherith Baldry, Inbali Iserles, Tui T. Sutherland, and Rosie Best in the writing of several juvenile fantasy novel series, which focus on animals and their adventures. Each of the authors play a different role in the production of the books: Holmes creates the plot for each book, and the others take turns writing the books. Dan Jolley, though not an official Erin Hunter author, also writes the stories for manga published under the Hunter name.","-1","/authors/OL1389873A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Stieg Larsson","15 august 1954","9 november 2004",null,"Lisbeth Salander is wanted for a triple murder. All three victims are connected to a trafficking expose about to be published in Mikael Blomqvists magazine Millenium, and Lisbeths fingerprints are on the weapon.    Lisbeth vanishes to avoid capture by the justice. Mikael, not believing the police, is despairingly trying to clear her name, using all his resources and the staff of his magazine. During this process, Mikael discovers Lisbeths past, a terrible story of abuse and traumatizing experiences growing up in the Swedish care system.    When he eventually finds her, it’s only to discover that she is far more entangled in his initial investigation of the sex industry than he could ever imagine.  ([source][1])        [1]: http://stieglarsson.com/the-girl-who-played-with-fire/","6679314","/authors/OL1414302A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Dan Simmons","4 Apr 1948",null,null,"Dan Simmons (born April 4, 1948) is an American science fiction and horror writer. He is the author of the *Hyperion Cantos* and the *Ilium*/*Olympos* cycles, among other works which span the science fiction, horror, and fantasy genres, sometimes within a single novel. A typical example of Simmons' intermingling of genres is *Song of Kali* (1985), winner of the World Fantasy Award. He also writes mysteries and thrillers, some of which feature the continuing character Joe Kurtz.    **Source**: [Dan Simmons](https://en.wikipedia.org/wiki/Dan_Simmons) on Wikipedia.","6882581","/authors/OL235668A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Tsai Chin","1938?",null,null,null,null,"/authors/OL581042A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jeff Kinney","19 February 1971",null,null,"Jeffrey Patrick 'Jeff' Kinney (born February 19, 1971) is an American game designer and author of children's books including the Diary of a Wimpy Kid book series. He is also attributed to be the creator of the children-oriented website Poptropica.    Kinney attended Bishop McNamara High School in Forestville, Maryland and currently lives in Plainville, Massachusetts with his wife and two sons Will and Grant.","14380674","/authors/OL2832500A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Simon Mugford",null,null,null,null,null,"/authors/OL384898A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Colson Whitehead","1969-11-06",null,null,null,"12083229","/authors/OL218462A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ken Follett","5 June 1949",null,null,"Ken Follett is a British author of thrillers and historical novels. He has sold more then 100 million copies of his works. Four of his books have reached the number 1 ranking on the New York Times best-seller list : *The Key to Rebecca, Lie Down with Lions, Triple* and *World Without End*.","3366715","/authors/OL229268A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Andy Weir","June 16, 1972",null,null,"Andy Weir built a career as a software engineer until the success of his first published novel, THE MARTIAN, allowed him to live out his dream of writing fulltime. He is a lifelong space nerd and a devoted hobbyist of subjects such as relativistic physics, orbital mechanics, and the history of manned spaceflight. He also mixes a mean cocktail. He lives in California.","8137363","/authors/OL7234434A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Alex Michaelides","1977",null,null,null,null,"/authors/OL7471384A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Oriol Hernández",null,null,null,null,null,"/authors/OL10826539A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Dave Thomas","1956",null,null,null,"7020564","/authors/OL1439324A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jim Kay",null,null,null,null,null,"/authors/OL2456431A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Koldo Biguri",null,null,null,null,null,"/authors/OL12550975A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"J.R.R. Tolkien","3 January 1892","2 September 1973",null,"John Ronald Reuel Tolkien (1892-1973) was a major scholar of the English language, specialising in Old and Middle English. Twice Professor of Anglo-Saxon (Old English) at the University of Oxford, he also wrote a number of stories, including most famously The Hobbit (1937) and The Lord of the Rings (1954-1955), which are set in a pre-historic era in an invented version of the world which he called by the Middle English name of Middle-earth. This was peopled by Men (and women), Elves, Dwarves, Trolls, Orcs (or Goblins) and of course Hobbits. He has regularly been condemned by the Eng. Lit. establishment, with honourable exceptions, but loved by literally millions of readers worldwide.    In the 1960s he was taken up by many members of the nascent 'counter-culture' largely because of his concern with environmental issues. In 1997 he came top of three British polls, organised respectively by Channel 4 / Waterstone's, the Folio Society, and SFX, the UK's leading science fiction media magazine, amongst discerning readers asked to vote for the greatest book of the 20th century.     ([Source][1])        [1]: http://www.tolkiensociety.org/tolkien/biography.html","6155606","/authors/OL26320A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"John Scalzi","1969",null,null,null,"14391663","/authors/OL1394231A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Robert Jordan","17 October 1948","16 September 2007",null,"James Oliver Rigney, Jr., better known by his pen name Robert Jordan, was an American author of epic fantasy. He is best known for The Wheel of Time series, which comprises 14 books and a prequel novel. He is one of the several writers who have written 7 original Conan the Barbarian novels that are highly acclaimed to this day. Rigney also wrote historical fiction under his pseudonym Reagan O'Neal, a western as Jackson O'Reilly, and dance criticism as Chang Lung. Additionally, he ghostwrote an 'international thriller' that is still believed to have been written by someone else.   - Wikipedia","6680409","/authors/OL233594A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Caitlin Kelly",null,null,null,null,null,"/authors/OL1401013A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Patrick King",null,null,null,null,null,"/authors/OL1913182A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Kathleen Glasgow","1969",null,null,"American author",null,"/authors/OL7632574A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Antoine de Saint-Exupéry","29 June 1900","31 July 1944","1900.6~1944.7.","Antoine de Saint-Exupéry (29 June 1900—31 July 1944) was a French writer and aviator. He is best remembered for his novella *The Little Prince (Le Petit Prince)*, and for his books about aviation adventures, including Night Flight and Wind, Sand and Stars.    He was a successful commercial pilot before World War II, joining the Armée de l'Air (French Air Force) on the outbreak of war, flying reconnaissance missions until the armistice with Germany. Following a spell of writing in the United States, he joined the Free French Forces. He disappeared on a reconnaissance flight over the Mediterranean in July 1944.    ([Source][1])        [1]: http://en.wikipedia.org/wiki/Antoine_de_Saint-Exupéry","6338378","/authors/OL31901A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"L.J. Ganser",null,null,null,null,null,"/authors/OL7868356A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Lloyd, David",null,null,null,null,null,"/authors/OL2493224A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"E. Lockhart",null,null,null,null,"7316254","/authors/OL1388564A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Eric Ries",null,null,null,null,null,"/authors/OL2879574A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Holly Black",null,null,null,null,null,"/authors/OL12661242A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Stephen Chbosky","1970",null,null,"Photo source: https://www.simonandschuster.com/authors/Stephen-Chbosky/1843916","8347418","/authors/OL76675A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ronald Bass",null,null,null,null,null,"/authors/OL31363A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jennifer Niven",null,null,null,null,null,"/authors/OL2875767A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Ana Huang",null,null,null,null,null,"/authors/OL9180803A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"María del Carmen Román de la Peña",null,null,null,null,null,"/authors/OL9469382A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"George RR Martin",null,null,null,null,null,"/authors/OL7626561A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Joost Elffers",null,null,null,null,"14544761","/authors/OL224036A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Khaled Hosseini","1965",null,null,"Hosseini was born in Kabul, Afghanistan, in 1965. In 1970 Hosseini and his family moved to Iran where his father worked for the Embassy of Afghanistan in Tehran. In 1976, when Hosseini was 11 years old, Hosseini's father obtained a job in Paris, France, and moved the family there. They were unable to return to Afghanistan because of the Saur Revolution. They sought political asylum in the United States and made their residence in San Jose, California.  Hosseini graduated from Independence High School in San Jose in 1984 and enrolled at Santa Clara University, where he earned a bachelor's degree in biology in 1988. The following year, he entered the University of California, San Diego, School of Medicine, where he earned his M.D. in 1993. He completed his residency in internal medicine at Cedars-Sinai Medical Center in Los Angeles in 1996. He practiced medicine for over ten years, until a year and a half after the release of The Kite Runner.  Hosseini is currently a Goodwill Envoy for the United Nations High Commissioner for Refugees (UNHCR). He has been working to provide humanitarian assistance in Afghanistan through the Khaled Hosseini Foundation. He lives in Northern California with his wife, Roya, and their two children (Harris and Farah).","8658812","/authors/OL1412764A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Oscar Wilde","16 October 1854","30 November 1900",null,"An Irish writer, poet, and prominent aesthete.    Oscar Fingal O'Flahertie Wills Wilde was an Irish playwright, poet, and author of numerous short stories, and one novel. Known for his biting wit, and a plentitude of aphorisms, he became one of the most successful playwrights of the late Victorian era in London, and one of the greatest celebrities of his day. Several of his plays continue to be widely performed, especially The Importance of Being Earnest.    As the result of a widely covered series of trials, Wilde suffered a dramatic downfall and was imprisoned for two years hard labour after being convicted of 'gross indecency' with other men. After Wilde was released from prison he set sail for Dieppe by the night ferry. He never returned to Ireland or Britain, and died in poverty.","3366081","/authors/OL20646A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Iain M. Banks","16 February 1954","9 June 2013",null,"Iain Banks was a Scottish author. He wrote mainstream fiction under the name Iain Banks and science fiction (including the popular [The Culture](https://openlibrary.org/subjects/series:imb_the_culture) series) as Iain M. Banks. In 2008, *The Times* named Banks in their list of 'The 50 greatest British writers since 1945'. *--Wikipedia*","6682596","/authors/OL6924809A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Mark Manson","9 March 1984",null,null,"American author and blogger","12880019","/authors/OL2964000A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Daniel Keyes","1927","2014",null,null,"8435091","/authors/OL35895A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Margaret Atwood","18 November 1939",null,null,"Margaret Eleanor Atwood, OC is a Canadian writer. A prolific poet, novelist, literary critic, feminist and activist, she has received national and international recognition for her writing.    ATWOOD, whose work has been published in over forty countries, is the author of more than fifty books of fiction, poetry, and critical essays. In addition to The Handmaid's Tale, now a successful MGM-Hulu television series currently preparing its fourth season, her novels include Cat's Eye, shortlisted for the Booker Prize; Alias Grace, which won the Giller Prize in Canada and the Premio Mondello in Italy; The Blind Assassin, winner of the 2000 Booker Prize; Oryx and Crake, shortlisted for the 2003 Booker Prize; The Penelopiad; The Heart Goes Last; Hag-seed; and The Testaments, a sequel to The Handmaid's Tale, published in September, 2019. She lives in Toronto some of the time.","6155654","/authors/OL52922A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Larry Keys",null,null,null,null,null,"/authors/OL4064584A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Robbie Daymond",null,null,null,null,null,"/authors/OL8194660A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Joe Haldeman","9 June 1943",null,null,"Joe William Haldeman (born June 9, 1943) is an American science fiction author. He is best known for his novel The Forever War (1974). That novel and other works, including The Hemingway Hoax (1991) and Forever Peace (1997), have won science fiction awards, including the Hugo Award and Nebula Award. He was awarded the SFWA Grand Master for career achievements. In 2012 he was inducted as a member of the Science Fiction Hall of Fame. Many of Haldeman's works, including his debut novel War Year and his second novel The Forever War, were inspired by his experiences in the Vietnam War. Wounded in combat, he struggled to adjust to civilian life after returning home. From 1983–2014, he was a professor teaching writing at the Massachusetts Institute of Technology (MIT).","12194357","/authors/OL26980A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Stephen Chbosky",null,null,null,null,null,"/authors/OL13492389A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Peter A. Thiel",null,null,null,null,null,"/authors/OL2976628A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Trevor Noah",null,null,null,"Trevor Noah (born 20 February 1984) is a South African comedian, television host, writer, producer, political commentator, and actor.    Photo: By The Hollywood Social Lounge (https://www.youtube.com/channel/UCOnIZHsNL28f1dI1vHG2gTw) - https://www.youtube.com/watch?v=nm2dY8HJFS4, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=59306189","11320241","/authors/OL7406196A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jean M. Auel","18 February 1936",null,null,"Jean Marie Auel (/aʊl/; née Untinen; born February 18, 1936) is an American writer who wrote the Earth's Children books, a series of novels set in prehistoric Europe that explores human activities during this time, and touches on the interactions of Cro-Magnon people with Neanderthals. Her books have sold more than 45 million copies worldwide.      <p><small>Photo: Aaron Johanson</small></p>","12376804","/authors/OL402869A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"David J. Pelzer",null,null,null,null,"7298413","/authors/OL28674A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Neil deGrasse Tyson","5 October 1958",null,null,"Born in Manhattan, New York, he earned his doctorate in astrophysics in 1991 from Columbia University. He is best known in the popular media as the host of 'Origins' a mini series on PBS and 'Cosmos: A Spacetime Odyssey' on FOX television network and the National Geographic channel on cable TV.","8223298","/authors/OL402524A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Sarah J. Maas","March 5, 1986",null,null,"American fantasy author known for her fantasy series.","14571722","/authors/OL7115219A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Jojo Moyes","4 August 1969",null,null,"Pauline Sara Jo Moyes was born on 4 August 1969 and in Maidstone, Kent, England, UK, but  grew up in London. She was the only child of Elizabeth J. McKee and James C. Moyes. She studied at Royal Holloway, University of London and Bedford New College, London University. She lives on a farmhouse in Great Sampford, Essex with her husband, journalist Charles Arthur, and their three children.    After a varied career including stints as a minicab controller, typer of braille statements for blind people for NatWest, and brochure writer for Club 18-30 she did a degree at Royal Holloway and Bedford New College, London University. In 1992 She won a bursary financed by The Independent newspaper to attend the postgraduate newspaper journalism course at City University, and apart from 1994 when she worked in Hong Kong for the Sunday Morning Post, she worked at The Independent for ten years, including stints as Assistant news editor and Arts and Media Correspondent. She has been a full time novelist since 2002, when her first book, Sheltering Rain was published. She is one of only a few authors to have twice won the Romantic Novel of the Year Award by the Romantic Novelists' Association and has been translated into eleven different languages.","7253123","/authors/OL1478799A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Allie Brosh",null,null,null,null,null,"/authors/OL7173504A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Stephen Hawking","8 January 1942","14 March 2018",null,"A British theoretical physicist and cosmologist. Researcher & explorer of black holes and the space-time continum.","6668239","/authors/OL2675573A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Adrian Tchaikovsky","1972",null,null,null,null,"/authors/OL7468980A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Holly Jackson","1992",null,null,"British writer","14433789","/authors/OL7722491A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Joe Abercrombie","December 31, 1974",null,null,"Joseph Edward Abercrombie is a British fantasy writer and film editor. He is the author of The First Law trilogy, as well as other fantasy books in the same setting and a trilogy of young adult novels. His novel Half a King won the 2015 Locus Award for best young adult book.    Source: https://en.wikipedia.org/wiki/Joe_Abercrombie","12125921","/authors/OL2801083A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
"Bernadette Dunne",null,null,null,null,null,"/authors/OL2865699A","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-02-27 17:04:26",1
