work_id,subject_id,last_created_by,last_created_at,last_modified_by,last_modified_at,revision
428,21,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
429,21,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
430,21,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
431,21,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
432,21,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
247,21,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
35,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
111,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
135,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
47,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
73,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
112,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
114,22,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
114,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
178,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
433,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
225,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
434,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
247,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
153,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
35,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
73,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
74,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
435,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
135,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
250,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
241,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
436,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
437,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
438,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
439,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
440,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
375,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
441,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
132,23,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
32,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
36,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
35,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
48,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
47,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
46,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
50,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
49,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
442,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
51,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
57,24,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
443,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
151,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
444,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
445,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
135,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
446,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
447,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
118,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
448,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
449,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
450,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
334,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
57,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
451,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
452,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
47,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
342,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
453,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
454,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
455,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
227,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
456,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
14,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
457,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
458,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
459,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
460,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
461,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
462,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
463,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
464,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
22,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
465,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
466,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
71,25,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
467,26,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
468,26,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
469,26,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
145,26,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
30,26,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
470,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
310,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
247,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
471,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
472,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
473,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
474,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
475,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
178,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
476,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
477,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
478,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
73,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
76,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
77,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
79,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
74,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
78,27,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
47,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
118,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
479,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
480,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
30,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
113,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
115,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
135,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
481,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
14,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
482,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
483,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
484,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
485,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
486,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
455,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
153,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
487,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
159,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
488,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
489,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
490,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
491,28,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
492,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
493,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
494,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
9,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
495,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
496,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
497,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
498,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
499,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
74,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
500,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
479,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
501,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
502,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
503,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
132,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
423,29,'a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50','a2bec9ef-28a6-41cb-937b-adaf51dd5ca7','2025-02-26 10:05:50',1
